geography_code,Subgroup,Group,Supergroup
E01005025,5b1,5b,5
E01005026,4c2,4c,4
E01005027,4c2,4c,4
E01005028,4a1,4a,4
E01005029,4c2,4c,4
E01005030,6a2,6a,6
E01005031,6a2,6a,6
E01005032,6a2,6a,6
E01005033,5a1,5a,5
E01005034,5a3,5a,5
E01005035,5b1,5b,5
E01005036,3b1,3b,3
E01005037,5a1,5a,5
E01005038,5b2,5b,5
E01005039,6a2,6a,6
E01005040,5b2,5b,5
E01005041,5b2,5b,5
E01005042,5b2,5b,5
E01005043,5b2,5b,5
E01005044,5b2,5b,5
E01005045,5a3,5a,5
E01005046,2c2,2c,2
E01005047,1a1,1a,1
E01005048,1c1,1c,1
E01005049,2a1,2a,2
E01005050,2a3,2a,2
E01005051,2c2,2c,2
E01005052,1b1,1b,1
E01005053,2c1,2c,2
E01005054,6b1,6b,6
E01005055,5b2,5b,5
E01005056,1c1,1c,1
E01005057,1c2,1c,1
E01005058,5b2,5b,5
E01005059,5a1,5a,5
E01005060,6b2,6b,6
E01005061,4a1,4a,4
E01005063,4a3,4a,4
E01005065,4a2,4a,4
E01005066,4a3,4a,4
E01005067,4a1,4a,4
E01005068,6a3,6a,6
E01005069,2a3,2a,2
E01005070,6a3,6a,6
E01005071,6a3,6a,6
E01005072,6a3,6a,6
E01005073,1b1,1b,1
E01005074,6a1,6a,6
E01005075,6a3,6a,6
E01005076,3c2,3c,3
E01005077,4a1,4a,4
E01005078,3c2,3c,3
E01005079,5a3,5a,5
E01005081,4a1,4a,4
E01005082,4b4,4b,4
E01005083,3c2,3c,3
E01005084,6a2,6a,6
E01005085,4a1,4a,4
E01005086,6a1,6a,6
E01005087,6a3,6a,6
E01005088,6a3,6a,6
E01005089,6a1,6a,6
E01005090,6a3,6a,6
E01005091,6a3,6a,6
E01005092,4a1,4a,4
E01005093,4a1,4a,4
E01005094,4a1,4a,4
E01005097,4a1,4a,4
E01005098,4a1,4a,4
E01005099,4a1,4a,4
E01005100,4a1,4a,4
E01005101,6a1,6a,6
E01005102,6a2,6a,6
E01005103,6a3,6a,6
E01005104,4a1,4a,4
E01005105,4b3,4b,4
E01005106,4a1,4a,4
E01005107,4a1,4a,4
E01005111,6a2,6a,6
E01005112,6a3,6a,6
E01005113,6a3,6a,6
E01005114,5a1,5a,5
E01005115,5b1,5b,5
E01005116,6b1,6b,6
E01005117,6a3,6a,6
E01005118,5b2,5b,5
E01005119,4b4,4b,4
E01005120,4c2,4c,4
E01005121,4a1,4a,4
E01005122,4b4,4b,4
E01005123,4b4,4b,4
E01005124,4b4,4b,4
E01005125,4a1,4a,4
E01005126,5b2,5b,5
E01005128,3a1,3a,3
E01005129,4a1,4a,4
E01005130,6a3,6a,6
E01005132,4a1,4a,4
E01005135,4a1,4a,4
E01005136,6a1,6a,6
E01005138,6a3,6a,6
E01005139,4a1,4a,4
E01005141,4a1,4a,4
E01005142,4a3,4a,4
E01005143,4c1,4c,4
E01005145,4c2,4c,4
E01005147,4a1,4a,4
E01005149,4c2,4c,4
E01005150,3c2,3c,3
E01005151,6c2,6c,6
E01005152,5b1,5b,5
E01005153,6c1,6c,6
E01005154,6c1,6c,6
E01005155,2a3,2a,2
E01005156,6c1,6c,6
E01005157,5b2,5b,5
E01005158,6c1,6c,6
E01005159,5b1,5b,5
E01005160,4b1,4b,4
E01005161,4c2,4c,4
E01005162,4b4,4b,4
E01005163,4c2,4c,4
E01005164,4c2,4c,4
E01005165,4a3,4a,4
E01005166,4c1,4c,4
E01005167,4c1,4c,4
E01005168,5b2,5b,5
E01005169,5b2,5b,5
E01005170,5b2,5b,5
E01005171,5b2,5b,5
E01005172,3c2,3c,3
E01005173,5a3,5a,5
E01005174,5a2,5a,5
E01005175,6c1,6c,6
E01005176,6c1,6c,6
E01005177,6c1,6c,6
E01005178,4a2,4a,4
E01005179,4b2,4b,4
E01005180,4b4,4b,4
E01005181,4b4,4b,4
E01005182,4a1,4a,4
E01005183,4b3,4b,4
E01005184,4b4,4b,4
E01005185,3a1,3a,3
E01005186,4a1,4a,4
E01005187,4a1,4a,4
E01005188,4a1,4a,4
E01005189,4a1,4a,4
E01005190,4a1,4a,4
E01005191,4a1,4a,4
E01005192,4b2,4b,4
E01005193,4a1,4a,4
E01005195,4a1,4a,4
E01005197,4a1,4a,4
E01005198,4c2,4c,4
E01005199,4c2,4c,4
E01005200,4c2,4c,4
E01005201,4a1,4a,4
E01005202,4a1,4a,4
E01005203,4a1,4a,4
E01005205,4a1,4a,4
E01005206,4b3,4b,4
E01005207,4a1,4a,4
E01005208,3c2,3c,3
E01005210,3a1,3a,3
E01005212,3a1,3a,3
E01005213,3b1,3b,3
E01005214,3c2,3c,3
E01005215,4b4,4b,4
E01005216,5b2,5b,5
E01005217,5b2,5b,5
E01005218,4b4,4b,4
E01005219,4a3,4a,4
E01005220,4c2,4c,4
E01005221,4c2,4c,4
E01005222,4a1,4a,4
E01005223,4a1,4a,4
E01005224,4a1,4a,4
E01005225,4a1,4a,4
E01005226,4a1,4a,4
E01005227,4a1,4a,4
E01005228,4a1,4a,4
E01005229,5b1,5b,5
E01005230,4a3,4a,4
E01005231,3a1,3a,3
E01005232,4c2,4c,4
E01005233,4c2,4c,4
E01005234,4c1,4c,4
E01005235,4a1,4a,4
E01005236,4c1,4c,4
E01005237,4c1,4c,4
E01005238,4c2,4c,4
E01005239,4a1,4a,4
E01005243,4a1,4a,4
E01005244,4a3,4a,4
E01005245,4a1,4a,4
E01005246,4a1,4a,4
E01005247,7a2,7a,7
E01005248,5b2,5b,5
E01005249,5a1,5a,5
E01005250,4a1,4a,4
E01005251,4a1,4a,4
E01005252,6a1,6a,6
E01005253,4a1,4a,4
E01005254,6a2,6a,6
E01005255,4a1,4a,4
E01005256,4a1,4a,4
E01005257,4a1,4a,4
E01005258,6a1,6a,6
E01005259,6a3,6a,6
E01005260,6a1,6a,6
E01005261,4a1,4a,4
E01005262,6a3,6a,6
E01005263,6a3,6a,6
E01005264,6a2,6a,6
E01005265,6a2,6a,6
E01005266,6a2,6a,6
E01005267,5b1,5b,5
E01005268,6c1,6c,6
E01005269,5b2,5b,5
E01005270,4b4,4b,4
E01005271,3a1,3a,3
E01005272,4a1,4a,4
E01005273,3a1,3a,3
E01005274,4a2,4a,4
E01005275,3a4,3a,3
E01005276,3c2,3c,3
E01005277,5a3,5a,5
E01005278,4c2,4c,4
E01005279,4a1,4a,4
E01005280,4c2,4c,4
E01005281,6c1,6c,6
E01005284,3a1,3a,3
E01005285,4a3,4a,4
E01005286,4b2,4b,4
E01005287,4c2,4c,4
E01005288,4a3,4a,4
E01005289,6a3,6a,6
E01005290,6a3,6a,6
E01005291,6a3,6a,6
E01005292,6a3,6a,6
E01005293,2a3,2a,2
E01005294,5b2,5b,5
E01005295,6a2,6a,6
E01005296,4b4,4b,4
E01005297,4b4,4b,4
E01005298,4c2,4c,4
E01005299,5b2,5b,5
E01005300,5b2,5b,5
E01005301,5a1,5a,5
E01005302,3b1,3b,3
E01005304,3a1,3a,3
E01005305,5b2,5b,5
E01005306,5a3,5a,5
E01005307,6c1,6c,6
E01005308,4b4,4b,4
E01005309,3a1,3a,3
E01005310,4a1,4a,4
E01005311,4b4,4b,4
E01005312,3a1,3a,3
E01005313,6a3,6a,6
E01005314,6a3,6a,6
E01005315,6a3,6a,6
E01005316,6a3,6a,6
E01005317,6a3,6a,6
E01005318,6a3,6a,6
E01005319,6a3,6a,6
E01005320,4c2,4c,4
E01005321,4c2,4c,4
E01005322,4c2,4c,4
E01005323,7a2,7a,7
E01005324,6a2,6a,6
E01005325,6a3,6a,6
E01005326,4c2,4c,4
E01005327,5b1,5b,5
E01005328,4a1,4a,4
E01005329,2a1,2a,2
E01005330,2a3,2a,2
E01005331,4c2,4c,4
E01005332,4c2,4c,4
E01005333,2a2,2a,2
E01005334,5b1,5b,5
E01005335,2a3,2a,2
E01005336,1b1,1b,1
E01005337,4c2,4c,4
E01005338,4c2,4c,4
E01005339,1b1,1b,1
E01005340,4c2,4c,4
E01005341,6a1,6a,6
E01005342,4c2,4c,4
E01005343,4b3,4b,4
E01005344,6a3,6a,6
E01005345,7b1,7b,7
E01005346,1b1,1b,1
E01005347,6b2,6b,6
E01005348,4a3,4a,4
E01005349,4c2,4c,4
E01005350,4a3,4a,4
E01005351,4c2,4c,4
E01005352,4c2,4c,4
E01005353,4c2,4c,4
E01005354,4c2,4c,4
E01005355,6a1,6a,6
E01005356,1c2,1c,1
E01005357,1b1,1b,1
E01005358,6b2,6b,6
E01005359,1b2,1b,1
E01005360,1b2,1b,1
E01005361,1b1,1b,1
E01005362,2a3,2a,2
E01005363,2c2,2c,2
E01005364,2a3,2a,2
E01005365,2a3,2a,2
E01005366,7a2,7a,7
E01005367,2a2,2a,2
E01005368,6b2,6b,6
E01005369,6a1,6a,6
E01005370,6a3,6a,6
E01005371,6a3,6a,6
E01005372,7b1,7b,7
E01005373,2a3,2a,2
E01005374,6a2,6a,6
E01005375,1b1,1b,1
E01005376,4a1,4a,4
E01005377,6a1,6a,6
E01005378,4c2,4c,4
E01005379,7b1,7b,7
E01005380,7b1,7b,7
E01005381,4a1,4a,4
E01005382,7b1,7b,7
E01005383,4c2,4c,4
E01005386,4a1,4a,4
E01005387,7b1,7b,7
E01005388,7b2,7b,7
E01005389,6a3,6a,6
E01005390,2a3,2a,2
E01005391,7a2,7a,7
E01005392,6b1,6b,6
E01005393,2a2,2a,2
E01005394,2b2,2b,2
E01005395,2a2,2a,2
E01005396,7b1,7b,7
E01005397,7a2,7a,7
E01005398,2a3,2a,2
E01005399,2a3,2a,2
E01005400,2a3,2a,2
E01005401,2a3,2a,2
E01005402,5b1,5b,5
E01005403,6b1,6b,6
E01005406,2c2,2c,2
E01005407,2c2,2c,2
E01005408,2c2,2c,2
E01005409,2c2,2c,2
E01005410,1c2,1c,1
E01005411,2c2,2c,2
E01005412,2c2,2c,2
E01005413,1b1,1b,1
E01005414,1a1,1a,1
E01005415,2b2,2b,2
E01005416,2a1,2a,2
E01005417,2b2,2b,2
E01005418,2a2,2a,2
E01005419,2a2,2a,2
E01005420,2c2,2c,2
E01005421,6a3,6a,6
E01005422,6a1,6a,6
E01005427,4c2,4c,4
E01005428,4c2,4c,4
E01005429,4c2,4c,4
E01005430,4c2,4c,4
E01005431,4c2,4c,4
E01005432,4a1,4a,4
E01005433,4a1,4a,4
E01005434,4c2,4c,4
E01005435,4c2,4c,4
E01005436,4c2,4c,4
E01005437,4c2,4c,4
E01005438,4c2,4c,4
E01005439,5b2,5b,5
E01005440,6a2,6a,6
E01005441,7a2,7a,7
E01005442,2a2,2a,2
E01005443,1c2,1c,1
E01005444,7b2,7b,7
E01005445,2a1,2a,2
E01005446,2a2,2a,2
E01005447,6b1,6b,6
E01005448,4c2,4c,4
E01005449,6a2,6a,6
E01005450,4c2,4c,4
E01005451,4c2,4c,4
E01005452,2a2,2a,2
E01005453,2a1,2a,2
E01005454,7b1,7b,7
E01005455,7b1,7b,7
E01005456,6a3,6a,6
E01005459,4c2,4c,4
E01005460,4c2,4c,4
E01005461,4c2,4c,4
E01005462,4c2,4c,4
E01005463,4c2,4c,4
E01005464,4a1,4a,4
E01005465,6a2,6a,6
E01005466,4a1,4a,4
E01005467,4a1,4a,4
E01005468,5b1,5b,5
E01005469,5b1,5b,5
E01005470,4c2,4c,4
E01005471,4c2,4c,4
E01005472,4a1,4a,4
E01005473,4c2,4c,4
E01005474,4c2,4c,4
E01005475,4c2,4c,4
E01005476,6b2,6b,6
E01005477,6a1,6a,6
E01005478,6a1,6a,6
E01005479,6b2,6b,6
E01005480,6a2,6a,6
E01005481,6a2,6a,6
E01005482,4a1,4a,4
E01005483,4c2,4c,4
E01005484,4a3,4a,4
E01005485,4c2,4c,4
E01005486,4c2,4c,4
E01005487,4c2,4c,4
E01005488,5b1,5b,5
E01005489,5b1,5b,5
E01005490,4b3,4b,4
E01005491,6b1,6b,6
E01005492,5b2,5b,5
E01005493,5b2,5b,5
E01005494,4c2,4c,4
E01005495,6a2,6a,6
E01005496,4b3,4b,4
E01005497,6a1,6a,6
E01005498,7b1,7b,7
E01005499,2c2,2c,2
E01005500,7a2,7a,7
E01005501,6a3,6a,6
E01005502,7a2,7a,7
E01005503,1c2,1c,1
E01005504,6a3,6a,6
E01005505,7b1,7b,7
E01005506,6a2,6a,6
E01005507,7b1,7b,7
E01005508,2b2,2b,2
E01005509,6a3,6a,6
E01005510,1b1,1b,1
E01005511,7a2,7a,7
E01005512,2a3,2a,2
E01005513,6a3,6a,6
E01005514,6a1,6a,6
E01005515,6a3,6a,6
E01005516,1b1,1b,1
E01005517,2a1,2a,2
E01005518,2a2,2a,2
E01005519,1b1,1b,1
E01005520,2a1,2a,2
E01005521,2a3,2a,2
E01005522,7a2,7a,7
E01005523,2c2,2c,2
E01005524,2a3,2a,2
E01005525,6a3,6a,6
E01005526,6a3,6a,6
E01005527,6a3,6a,6
E01005528,7b1,7b,7
E01005529,6a3,6a,6
E01005530,2a3,2a,2
E01005531,2a1,2a,2
E01005532,6a3,6a,6
E01005533,6b2,6b,6
E01005534,6b1,6b,6
E01005535,2a1,2a,2
E01005536,6a1,6a,6
E01005537,1b1,1b,1
E01005538,6a1,6a,6
E01005539,6a3,6a,6
E01005540,2a3,2a,2
E01005541,6b2,6b,6
E01005542,6a1,6a,6
E01005543,6a2,6a,6
E01005544,1b1,1b,1
E01005545,1b1,1b,1
E01005546,6a2,6a,6
E01005547,6a1,6a,6
E01005548,6a3,6a,6
E01005549,1b1,1b,1
E01005550,1b1,1b,1
E01005551,6a3,6a,6
E01005552,6a3,6a,6
E01005553,6a3,6a,6
E01005554,4b3,4b,4
E01005555,2a2,2a,2
E01005556,6b2,6b,6
E01005557,2a3,2a,2
E01005558,7b1,7b,7
E01005559,6a3,6a,6
E01005560,1b2,1b,1
E01005561,2a3,2a,2
E01005562,7b1,7b,7
E01005563,4c2,4c,4
E01005564,4c2,4c,4
E01005565,4c2,4c,4
E01005566,4c2,4c,4
E01005567,5b1,5b,5
E01005568,4c2,4c,4
E01005569,4a1,4a,4
E01005570,1c1,1c,1
E01005571,2c2,2c,2
E01005572,5b2,5b,5
E01005573,1c2,1c,1
E01005574,5a3,5a,5
E01005575,5b2,5b,5
E01005576,5b2,5b,5
E01005577,1b1,1b,1
E01005578,4c2,4c,4
E01005579,4c2,4c,4
E01005580,4c2,4c,4
E01005581,4c2,4c,4
E01005583,4c2,4c,4
E01005585,4c2,4c,4
E01005586,4a1,4a,4
E01005587,1c2,1c,1
E01005588,7b1,7b,7
E01005589,6b2,6b,6
E01005590,4c2,4c,4
E01005591,5b1,5b,5
E01005592,4b4,4b,4
E01005593,1b1,1b,1
E01005594,7b1,7b,7
E01005595,8b2,8b,8
E01005596,5b2,5b,5
E01005597,2a1,2a,2
E01005598,2a1,2a,2
E01005599,4a1,4a,4
E01005600,5b1,5b,5
E01005601,6a1,6a,6
E01005602,6a3,6a,6
E01005603,6a3,6a,6
E01005604,6b1,6b,6
E01005605,6b2,6b,6
E01005610,6a3,6a,6
E01005611,6a3,6a,6
E01005612,4a1,4a,4
E01005613,4a1,4a,4
E01005614,4c2,4c,4
E01005615,4a1,4a,4
E01005616,7b2,7b,7
E01005617,7b1,7b,7
E01005618,7b1,7b,7
E01005619,7b2,7b,7
E01005620,5a3,5a,5
E01005621,6a2,6a,6
E01005622,6c1,6c,6
E01005623,5b2,5b,5
E01005624,6a1,6a,6
E01005625,1b1,1b,1
E01005626,1b1,1b,1
E01005627,5b1,5b,5
E01005628,5a1,5a,5
E01005629,6c2,6c,6
E01005630,6c2,6c,6
E01005631,8a1,8a,8
E01005632,6c1,6c,6
E01005633,6a3,6a,6
E01005634,5a2,5a,5
E01005635,6c2,6c,6
E01005636,5a2,5a,5
E01005637,6c1,6c,6
E01005638,4a1,4a,4
E01005639,6a3,6a,6
E01005640,7b1,7b,7
E01005641,8b2,8b,8
E01005642,2a3,2a,2
E01005643,2c2,2c,2
E01005644,2a1,2a,2
E01005645,1b2,1b,1
E01005646,5a3,5a,5
E01005647,5a1,5a,5
E01005648,5a1,5a,5
E01005649,5a1,5a,5
E01005650,6c2,6c,6
E01005651,4a1,4a,4
E01005652,6a1,6a,6
E01005653,4a1,4a,4
E01005654,4a2,4a,4
E01005656,6a1,6a,6
E01005657,4a1,4a,4
E01005659,6a3,6a,6
E01005660,6a3,6a,6
E01005661,4a1,4a,4
E01005662,6a3,6a,6
E01005663,6a3,6a,6
E01005664,6a3,6a,6
E01005665,6a3,6a,6
E01005667,6a3,6a,6
E01005670,6a3,6a,6
E01005671,6b1,6b,6
E01005672,5b1,5b,5
E01005673,6c2,6c,6
E01005674,6a2,6a,6
E01005676,1b2,1b,1
E01005677,6b1,6b,6
E01005678,6a3,6a,6
E01005679,6a3,6a,6
E01005680,6a3,6a,6
E01005681,3a1,3a,3
E01005682,3b2,3b,3
E01005683,6a3,6a,6
E01005686,6b2,6b,6
E01005687,2a1,2a,2
E01005688,5b1,5b,5
E01005689,6a2,6a,6
E01005690,6b1,6b,6
E01005691,1b2,1b,1
E01005692,6a3,6a,6
E01005693,2a3,2a,2
E01005694,1b1,1b,1
E01005695,5a2,5a,5
E01005696,6a1,6a,6
E01005697,2a1,2a,2
E01005698,6a1,6a,6
E01005699,1b1,1b,1
E01005700,6a1,6a,6
E01005701,5a3,5a,5
E01005702,7a2,7a,7
E01005703,6a3,6a,6
E01005704,7a2,7a,7
E01005706,6a3,6a,6
E01005707,6a3,6a,6
E01005708,6a3,6a,6
E01005709,6a3,6a,6
E01005710,5b1,5b,5
E01005711,2a3,2a,2
E01005712,6b2,6b,6
E01005713,1b1,1b,1
E01005714,6a1,6a,6
E01005715,1b1,1b,1
E01005716,5a3,5a,5
E01005717,5b1,5b,5
E01005718,2c2,2c,2
E01005719,6a3,6a,6
E01005721,6a3,6a,6
E01005722,6a2,6a,6
E01005723,4a1,4a,4
E01005724,1b1,1b,1
E01005725,6a3,6a,6
E01005726,6a3,6a,6
E01005727,6a1,6a,6
E01005728,7b1,7b,7
E01005729,6a3,6a,6
E01005730,6a1,6a,6
E01005731,6a3,6a,6
E01005732,6a3,6a,6
E01005733,7b1,7b,7
E01005734,6b1,6b,6
E01005735,1b1,1b,1
E01005736,1c2,1c,1
E01005737,1c1,1c,1
E01005738,5a2,5a,5
E01005739,5b1,5b,5
E01005740,2b2,2b,2
E01005741,5b2,5b,5
E01005742,2c2,2c,2
E01005743,1b1,1b,1
E01005744,7a2,7a,7
E01005745,6a2,6a,6
E01005746,7a2,7a,7
E01005747,2a2,2a,2
E01005748,1b2,1b,1
E01005749,6b2,6b,6
E01005750,1b1,1b,1
E01005751,2a3,2a,2
E01005752,7a2,7a,7
E01005753,7a2,7a,7
E01005754,8b1,8b,8
E01005755,6a3,6a,6
E01005756,6a3,6a,6
E01005757,6a2,6a,6
E01005759,6a2,6a,6
E01005760,6c2,6c,6
E01005761,4b4,4b,4
E01005762,5b1,5b,5
E01005763,7a2,7a,7
E01005764,6a3,6a,6
E01005765,1b1,1b,1
E01005766,4a1,4a,4
E01005767,5b2,5b,5
E01005768,5b2,5b,5
E01005769,6c1,6c,6
E01005770,5a1,5a,5
E01005771,5a1,5a,5
E01005772,5b2,5b,5
E01005773,5b2,5b,5
E01005774,5a1,5a,5
E01005775,5b2,5b,5
E01005776,5b2,5b,5
E01005777,6b1,6b,6
E01005778,5b1,5b,5
E01005779,5b1,5b,5
E01005780,5b1,5b,5
E01005781,6b1,6b,6
E01005782,6a2,6a,6
E01005783,1c1,1c,1
E01005784,5a2,5a,5
E01005785,6a2,6a,6
E01005786,5a2,5a,5
E01005787,1c1,1c,1
E01005788,1b1,1b,1
E01005789,2c2,2c,2
E01005790,5b1,5b,5
E01005791,5a1,5a,5
E01005792,1c1,1c,1
E01005793,5b1,5b,5
E01005794,1c1,1c,1
E01005795,1b1,1b,1
E01005796,5a2,5a,5
E01005797,6b2,6b,6
E01005798,6c2,6c,6
E01005799,6a2,6a,6
E01005800,5b1,5b,5
E01005801,6b2,6b,6
E01005802,1b1,1b,1
E01005803,2c2,2c,2
E01005804,2c1,2c,2
E01005805,1b1,1b,1
E01005806,1b1,1b,1
E01005807,1c1,1c,1
E01005808,1c1,1c,1
E01005809,5b1,5b,5
E01005810,2c1,2c,2
E01005811,1c1,1c,1
E01005812,1c1,1c,1
E01005813,5b2,5b,5
E01005814,1c1,1c,1
E01005815,1b1,1b,1
E01005816,6b2,6b,6
E01005817,6b2,6b,6
E01005818,6a3,6a,6
E01005819,5b2,5b,5
E01005820,6b2,6b,6
E01005821,2a3,2a,2
E01005822,6a3,6a,6
E01005823,6b2,6b,6
E01005824,6b1,6b,6
E01005825,6a2,6a,6
E01005826,7b1,7b,7
E01005827,2c2,2c,2
E01005828,7a2,7a,7
E01005829,2c2,2c,2
E01005830,6b2,6b,6
E01005831,6c2,6c,6
E01005832,1b1,1b,1
E01005833,8b2,8b,8
E01005834,6a2,6a,6
E01005835,1c2,1c,1
E01005836,1c1,1c,1
E01005837,1b1,1b,1
E01005838,6b2,6b,6
E01005839,1c1,1c,1
E01005840,6b2,6b,6
E01005841,2c2,2c,2
E01005842,1b1,1b,1
E01005843,1b1,1b,1
E01005844,5a1,5a,5
E01005845,5b2,5b,5
E01005846,5b2,5b,5
E01005847,6c1,6c,6
E01005848,5b2,5b,5
E01005849,5b2,5b,5
E01005850,5b2,5b,5
E01005851,5b2,5b,5
E01005852,6c1,6c,6
E01005853,6a2,6a,6
E01005854,5a3,5a,5
E01005855,2c2,2c,2
E01005856,5a1,5a,5
E01005857,5b2,5b,5
E01005858,5a3,5a,5
E01005859,5a3,5a,5
E01005860,5b2,5b,5
E01005861,2a1,2a,2
E01005862,1b1,1b,1
E01005863,5a1,5a,5
E01005864,5a2,5a,5
E01005865,5b2,5b,5
E01005866,5a1,5a,5
E01005867,5a2,5a,5
E01005868,5b2,5b,5
E01005869,5b2,5b,5
E01005870,7b1,7b,7
E01005871,7b1,7b,7
E01005872,7b1,7b,7
E01005873,2c1,2c,2
E01005874,6a3,6a,6
E01005875,1b1,1b,1
E01005876,2a3,2a,2
E01005877,7b1,7b,7
E01005878,2b2,2b,2
E01005879,1b1,1b,1
E01005880,2b1,2b,2
E01005881,1c1,1c,1
E01005882,1c1,1c,1
E01005883,1c1,1c,1
E01005884,1b1,1b,1
E01005885,2c2,2c,2
E01005886,6a2,6a,6
E01005887,6a1,6a,6
E01005888,7b1,7b,7
E01005889,7b1,7b,7
E01005890,6a1,6a,6
E01005891,1b1,1b,1
E01005892,7b1,7b,7
E01005893,6b2,6b,6
E01005894,2a3,2a,2
E01005895,2c2,2c,2
E01005896,6b2,6b,6
E01005897,2b1,2b,2
E01005898,1c1,1c,1
E01005899,2c2,2c,2
E01005900,2c2,2c,2
E01005901,1b1,1b,1
E01005902,6a2,6a,6
E01005903,1c1,1c,1
E01005904,1b2,1b,1
E01005905,6a3,6a,6
E01005906,1c1,1c,1
E01005907,1a2,1a,1
E01005908,1c1,1c,1
E01005909,2c2,2c,2
E01005910,2c2,2c,2
E01005911,1b2,1b,1
E01005912,2a2,2a,2
E01005913,2a2,2a,2
E01005914,2a3,2a,2
E01005915,6a3,6a,6
E01005916,6b2,6b,6
E01005917,6b3,6b,6
E01005918,3b2,3b,3
E01005919,6a2,6a,6
E01005920,5b2,5b,5
E01005921,6b3,6b,6
E01005922,2a3,2a,2
E01005923,1c1,1c,1
E01005924,1c1,1c,1
E01005925,5b2,5b,5
E01005926,1c1,1c,1
E01005927,5b2,5b,5
E01005928,6a3,6a,6
E01005929,5a2,5a,5
E01005930,1c1,1c,1
E01005931,1c1,1c,1
E01005932,1c1,1c,1
E01005933,4b3,4b,4
E01005934,7b1,7b,7
E01005935,4a1,4a,4
E01005936,5b1,5b,5
E01005937,6a3,6a,6
E01005938,6a2,6a,6
E01005939,5b2,5b,5
E01005940,5b2,5b,5
E01005941,4c2,4c,4
E01005942,2a3,2a,2
E01005943,6b2,6b,6
E01005944,5b1,5b,5
E01005945,4a1,4a,4
E01005946,4b4,4b,4
E01005947,4a1,4a,4
E01005948,4a1,4a,4
E01005949,4c2,4c,4
E01005950,4c2,4c,4
E01005951,4c2,4c,4
E01005953,4c2,4c,4
E01005954,7a2,7a,7
E01005955,5b2,5b,5
E01005956,5b2,5b,5
E01005957,5b1,5b,5
E01005958,6a3,6a,6
E01005959,4c2,4c,4
E01005960,4b2,4b,4
E01005961,5b1,5b,5
E01005962,5b2,5b,5
E01005963,2a3,2a,2
E01005964,2a3,2a,2
E01005965,6a3,6a,6
E01005966,6a3,6a,6
E01005967,7a2,7a,7
E01005968,2c2,2c,2
E01005969,5b1,5b,5
E01005970,1c2,1c,1
E01005971,2a3,2a,2
E01005972,7b1,7b,7
E01005973,1b1,1b,1
E01005974,6b2,6b,6
E01005975,6b2,6b,6
E01005976,6a2,6a,6
E01005977,2a3,2a,2
E01005978,7b1,7b,7
E01005979,7a2,7a,7
E01005980,7a2,7a,7
E01005981,8b1,8b,8
E01005982,6a3,6a,6
E01005983,2a2,2a,2
E01005984,6a3,6a,6
E01005985,1b2,1b,1
E01005986,6a2,6a,6
E01005987,1b1,1b,1
E01005988,1b1,1b,1
E01005989,1b1,1b,1
E01005990,2a3,2a,2
E01005991,6b1,6b,6
E01005992,6b2,6b,6
E01005993,5b1,5b,5
E01005994,7b1,7b,7
E01005995,1b1,1b,1
E01005996,6a1,6a,6
E01005997,1b1,1b,1
E01005998,5b1,5b,5
E01005999,6c2,6c,6
E01006000,6a3,6a,6
E01006001,6a1,6a,6
E01006002,6a1,6a,6
E01006003,6a1,6a,6
E01006004,1b1,1b,1
E01006005,6a3,6a,6
E01006006,2a3,2a,2
E01006007,2a1,2a,2
E01006008,2a1,2a,2
E01006009,6b2,6b,6
E01006010,7b1,7b,7
E01006011,6a2,6a,6
E01006012,6b1,6b,6
E01006013,7a2,7a,7
E01006014,6a3,6a,6
E01006015,1c2,1c,1
E01006016,6a3,6a,6
E01006017,1b1,1b,1
E01006018,1b1,1b,1
E01006019,8a2,8a,8
E01006020,7b1,7b,7
E01006021,7b1,7b,7
E01006022,3a3,3a,3
E01006023,6a3,6a,6
E01006024,1c2,1c,1
E01006025,7a2,7a,7
E01006026,6a1,6a,6
E01006027,6a2,6a,6
E01006028,6b2,6b,6
E01006029,4c2,4c,4
E01006030,6b1,6b,6
E01006031,6b1,6b,6
E01006032,6a2,6a,6
E01006033,7a2,7a,7
E01006034,6a2,6a,6
E01006035,7a2,7a,7
E01006036,6a2,6a,6
E01006037,2a2,2a,2
E01006038,2c2,2c,2
E01006039,4c2,4c,4
E01006040,4c2,4c,4
E01006041,6b2,6b,6
E01006042,6b1,6b,6
E01006043,7a2,7a,7
E01006044,2c1,2c,2
E01006045,1b2,1b,1
E01006046,1b1,1b,1
E01006047,2b2,2b,2
E01006048,2b1,2b,2
E01006049,2c2,2c,2
E01006050,7b1,7b,7
E01006051,2c2,2c,2
E01006052,7a2,7a,7
E01006053,2a1,2a,2
E01006054,6a2,6a,6
E01006055,2a1,2a,2
E01006056,7b1,7b,7
E01006057,2a3,2a,2
E01006058,2c2,2c,2
E01006059,7b1,7b,7
E01006060,7a2,7a,7
E01006061,5b1,5b,5
E01006062,1b1,1b,1
E01006063,1b1,1b,1
E01006064,6a3,6a,6
E01006065,4a1,4a,4
E01006066,6b2,6b,6
E01006067,2a3,2a,2
E01006068,7a2,7a,7
E01006069,7b1,7b,7
E01006070,7b1,7b,7
E01006071,1c1,1c,1
E01006072,5b1,5b,5
E01006073,7a2,7a,7
E01006074,6a2,6a,6
E01006075,5a1,5a,5
E01006076,5a2,5a,5
E01006077,6c1,6c,6
E01006078,6c1,6c,6
